405284.06790,499999.50000,540379.20165,562499.58333,576404.55583,585937.11111,592873.28790,598144.15625,602283.99164,605620.97122,608367.67880,610667.82126,612622.00544,614302.75489,615763.66201,617045.18247,618178.42547,619187.70401,620092.29373,620907.67268,621646.41230,622318.82880,622933.46702,623497.46486,624016.83133,624496.66114,624941.30221,625354.48762,625739.44055,626098.95845,626435.48109,626751.14592,627047.83348,627327.20489,627590.73291,627839.72794,628075.35974,628298.67585,628510.61710,628712.03090,628903.68253,629086.26485,629260.40669,629426.68004,629585.60639,629737.66210,629883.28327,630022.86983,630156.78926,630285.37978 
998.50025,999.00000,999.16662,999.24994,999.29993,999.33326,999.35707,999.37492,999.38881,999.39992,999.40901,999.41659,999.42300,999.42849,999.43325,999.43742,999.44109,999.44436,999.44729,999.44992,999.45230,999.45446,999.45644,999.45825,999.45992,999.46146,999.46288,999.46420,999.46543,999.46658,999.46766,999.46867,999.46961,999.47051,999.47135,999.47214,999.47289,999.47360,999.47428,999.47492,999.47553,999.47611,999.47666,999.47719,999.47769,999.47818,999.47864,999.47908,999.47951,999.47992 
167.02922,148.50000,141.10846,137.10036,134.58002,132.84747,131.58286,130.61901,129.85996,129.24668,128.74084,128.31646,127.95534,127.64430,127.37360,127.13588,126.92544,126.73785,126.56957,126.41777,126.28015,126.15480,126.04015,125.93489,125.83791,125.74827,125.66517,125.58791,125.51591,125.44864,125.38565,125.32654,125.27097,125.21863,125.16925,125.12257,125.07839,125.03651,124.99676,124.95897,124.92301,124.88874,124.85605,124.82483,124.79498,124.76642,124.73907,124.71284,124.68768,124.66351 
74.13729,61.24555,56.17719,53.43583,51.71157,50.52502,49.65789,48.99619,48.47451,48.05259,47.70427,47.41180,47.16275,46.94810,46.76117,46.59693,46.45146,46.32173,46.20532,46.10026,46.00497,45.91816,45.83874,45.76580,45.69858,45.63643,45.57880,45.52522,45.47526,45.42859,45.38487,45.34385,45.30527,45.26893,45.23464,45.20222,45.17153,45.14244,45.11482,45.08856,45.06357,45.03975,45.01703,44.99533,44.97458,44.95473,44.93571,44.91747,44.89997,44.88317 
47.18078,37.12233,33.20246,31.08501,29.75240,28.83436,28.16265,27.64948,27.24446,26.91657,26.64563,26.41797,26.22395,26.05662,25.91083,25.78265,25.66907,25.56773,25.47675,25.39462,25.32011,25.25219,25.19004,25.13294,25.08031,25.03164,24.98649,24.94451,24.90536,24.86877,24.83450,24.80233,24.77208,24.74357,24.71667,24.69124,24.66716,24.64432,24.62264,24.60203,24.58241,24.56371,24.54587,24.52882,24.51253,24.49693,24.48199,24.46767,24.45392,24.44071 
35.50749,27.00000,23.70331,21.92354,20.80266,20.02965,19.46341,19.03033,18.68818,18.41092,18.18163,17.98881,17.82437,17.68246,17.55874,17.44991,17.35343,17.26731,17.18996,17.12011,17.05671,16.99891,16.94599,16.89737,16.85253,16.81106,16.77259,16.73680,16.70342,16.67222,16.64298,16.61554,16.58972,16.56540,16.54244,16.52072,16.50016,16.48067,16.46215,16.44455,16.42779,16.41181,16.39657,16.38201,16.36808,16.35475,16.34198,16.32974,16.31798,16.30669 
29.24519,21.68900,18.77227,17.19799,16.20580,15.52084,15.01856,14.63401,14.32990,14.08326,13.87911,13.70732,13.56071,13.43411,13.32367,13.22648,13.14027,13.06329,12.99412,12.93163,12.87489,12.82314,12.77576,12.73220,12.69203,12.65486,12.62037,12.58828,12.55834,12.53036,12.50413,12.47950,12.45633,12.43450,12.41388,12.39438,12.37592,12.35841,12.34178,12.32596,12.31090,12.29655,12.28285,12.26976,12.25724,12.24526,12.23378,12.22277,12.21220,12.20205 
25.41476,18.49365,15.82949,14.39158,13.48469,12.85803,12.39804,12.04554,11.76653,11.54006,11.35247,11.19449,11.05958,10.94303,10.84129,10.75171,10.67222,10.60121,10.53737,10.47968,10.42728,10.37948,10.33569,10.29543,10.25829,10.22392,10.19201,10.16232,10.13462,10.10871,10.08443,10.06162,10.04017,10.01994,10.00084,9.98278,9.96567,9.94944,9.93402,9.91936,9.90540,9.89208,9.87938,9.86724,9.85563,9.84451,9.83386,9.82365,9.81384,9.80442 
22.85713,16.38715,13.90180,12.56032,11.71367,11.12813,10.69795,10.36800,10.10663,9.89430,9.71831,9.57001,9.44329,9.33373,9.23807,9.15379,9.07898,9.01211,8.95198,8.89761,8.84822,8.80315,8.76185,8.72386,8.68881,8.65636,8.62624,8.59820,8.57203,8.54756,8.52461,8.50306,8.48278,8.46365,8.44559,8.42851,8.41233,8.39698,8.38239,8.36852,8.35530,8.34271,8.33068,8.31919,8.30820,8.29767,8.28759,8.27791,8.26862,8.25970 
21.03960,14.90536,12.55275,11.28275,10.48072,9.92561,9.51745,9.20415,8.95577,8.75387,8.58640,8.44519,8.32446,8.22004,8.12880,8.04840,7.97698,7.91313,7.85569,7.80375,7.75653,7.71344,7.67394,7.63760,7.60406,7.57300,7.54416,7.51731,7.49225,7.46880,7.44681,7.42616,7.40672,7.38839,7.37107,7.35469,7.33917,7.32445,7.31045,7.29714,7.28446,7.27237,7.26083,7.24980,7.23925,7.22915,7.21946,7.21017,7.20125,7.19268 
19.68679,13.81155,11.56113,10.34612,9.57838,9.04662,8.65535,8.35479,8.11635,7.92239,7.76142,7.62561,7.50944,7.40890,7.32103,7.24355,7.17471,7.11313,7.05772,7.00759,6.96202,6.92040,6.88225,6.84714,6.81473,6.78471,6.75683,6.73087,6.70662,6.68394,6.66267,6.64269,6.62387,6.60612,6.58936,6.57350,6.55847,6.54420,6.53065,6.51775,6.50547,6.49375,6.48257,6.47188,6.46165,6.45185,6.44246,6.43346,6.42481,6.41650 
18.64332,12.97367,10.80420,9.63273,8.89211,8.37881,8.00087,7.71035,7.47974,7.29203,7.13616,7.00458,6.89197,6.79448,6.70922,6.63402,6.56718,6.50737,6.45353,6.40481,6.36050,6.32003,6.28291,6.24875,6.21721,6.18798,6.16084,6.13555,6.11194,6.08984,6.06911,6.04963,6.03129,6.01399,5.99765,5.98218,5.96752,5.95361,5.94039,5.92780,5.91582,5.90438,5.89347,5.88303,5.87305,5.86348,5.85432,5.84552,5.83707,5.82896 
17.81542,12.31273,10.20894,9.07274,8.35409,7.85573,7.48855,7.20615,6.98184,6.79916,6.64738,6.51920,6.40945,6.31438,6.23122,6.15783,6.09258,6.03418,5.98158,5.93397,5.89066,5.85110,5.81480,5.78139,5.75052,5.72192,5.69535,5.67060,5.64748,5.62583,5.60553,5.58645,5.56848,5.55152,5.53550,5.52034,5.50597,5.49232,5.47936,5.46702,5.45526,5.44404,5.43333,5.42309,5.41329,5.40391,5.39491,5.38628,5.37799,5.37002 
17.14336,11.77887,9.72937,8.62232,7.92181,7.43577,7.07747,6.80174,6.58261,6.40406,6.25565,6.13024,6.02282,5.92974,5.84827,5.77636,5.71240,5.65513,5.60355,5.55684,5.51433,5.47549,5.43985,5.40704,5.37672,5.34862,5.32250,5.29817,5.27544,5.25416,5.23419,5.21542,5.19774,5.18106,5.16530,5.15037,5.13623,5.12280,5.11003,5.09788,5.08630,5.07525,5.06470,5.05462,5.04496,5.03572,5.02685,5.01834,5.01017,5.00232 
16.58742,11.33915,9.33525,8.25268,7.56739,7.09168,6.74082,6.47068,6.25588,6.08078,5.93516,5.81206,5.70658,5.61514,5.53508,5.46439,5.40149,5.34516,5.29440,5.24842,5.20658,5.16833,5.13323,5.10090,5.07102,5.04333,5.01758,4.99359,4.97118,4.95019,4.93049,4.91197,4.89453,4.87806,4.86250,4.84777,4.83380,4.82054,4.80793,4.79593,4.78450,4.77358,4.76316,4.75319,4.74366,4.73452,4.72576,4.71735,4.70927,4.70150 
