16210.72272,19999.50000,21614.74140,22499.58333,23055.79823,23437.11111,23714.56580,23925.40625,24091.00411,24224.48685,24334.35806,24426.36618,24504.53560,24571.76734,24630.20515,24681.46730,24726.79819,24767.17038,24803.35491,24835.97091,24865.52125,24892.41861,24917.00477,24939.56526,24960.34045,24979.53414,24997.32024,25013.84807,25029.24659,25043.62767,25057.08892,25069.71584,25081.58364,25092.75878,25103.30017,25113.26023,25122.68574,25131.61861,25140.09648,25148.15323,25155.81950,25163.12297,25170.08882,25176.73993,25183.09714,25189.17953,25195.00452,25200.58813,25205.94504,25211.08879 
198.50125,199.00000,199.16643,199.24969,199.29965,199.33296,199.35676,199.37461,199.38849,199.39960,199.40869,199.41626,199.42267,199.42816,199.43292,199.43709,199.44076,199.44403,199.44696,199.44959,199.45197,199.45413,199.45611,199.45792,199.45958,199.46112,199.46255,199.46387,199.46510,199.46625,199.46733,199.46833,199.46928,199.47017,199.47101,199.47181,199.47256,199.47327,199.47394,199.47458,199.47519,199.47577,199.47633,199.47686,199.47736,199.47784,199.47831,199.47875,199.47917,199.47958 
55.55196,49.79928,47.46723,46.19462,45.39165,44.83847,44.43410,44.12557,43.88240,43.68580,43.52356,43.38739,43.27147,43.17160,43.08466,43.00829,42.94067,42.88038,42.82630,42.77750,42.73325,42.69295,42.65608,42.62223,42.59103,42.56220,42.53547,42.51061,42.48745,42.46580,42.44553,42.42651,42.40863,42.39179,42.37589,42.36087,42.34665,42.33317,42.32037,42.30821,42.29663,42.28560,42.27508,42.26503,42.25542,42.24622,42.23742,42.22897,42.22087,42.21309 
31.33277,26.28427,24.25912,23.15450,22.45643,21.97458,21.62169,21.35198,21.13908,20.96673,20.82433,20.70469,20.60275,20.51485,20.43827,20.37096,20.31132,20.25813,20.21038,20.16728,20.12818,20.09255,20.05995,20.03000,20.00240,19.97688,19.95321,19.93120,19.91068,19.89150,19.87354,19.85668,19.84083,19.82590,19.81180,19.79848,19.78586,19.77390,19.76255,19.75175,19.74148,19.73169,19.72234,19.71342,19.70489,19.69672,19.68890,19.68140,19.67420,19.66729 
22.78478,18.31383,16.52977,15.55606,14.93961,14.51326,14.20045,13.96096,13.77165,13.61818,13.49124,13.38447,13.29342,13.21484,13.14633,13.08607,13.03266,12.98498,12.94216,12.90349,12.86840,12.83640,12.80712,12.78021,12.75540,12.73245,12.71117,12.69137,12.67290,12.65564,12.63947,12.62429,12.61001,12.59656,12.58386,12.57185,12.56049,12.54971,12.53947,12.52974,12.52047,12.51164,12.50321,12.49516,12.48746,12.48009,12.47304,12.46627,12.45977,12.45353 
18.63500,14.54411,12.91660,12.02753,11.46370,11.07304,10.78592,10.56576,10.39149,10.25004,10.13290,10.03429,9.95012,9.87742,9.81399,9.75816,9.70864,9.66441,9.62467,9.58877,9.55617,9.52644,9.49922,9.47420,9.45112,9.42977,9.40995,9.39152,9.37432,9.35824,9.34318,9.32903,9.31573,9.30318,9.29134,9.28014,9.26954,9.25948,9.24993,9.24085,9.23220,9.22396,9.21609,9.20857,9.20138,9.19450,9.18791,9.18159,9.17552,9.16969 
16.23556,12.40396,10.88245,10.05049,9.52206,9.15534,8.88539,8.67811,8.51382,8.38033,8.26966,8.17641,8.09675,8.02789,7.96777,7.91482,7.86782,7.82583,7.78808,7.75396,7.72297,7.69469,7.66879,7.64497,7.62299,7.60266,7.58378,7.56621,7.54982,7.53449,7.52012,7.50663,7.49393,7.48196,7.47066,7.45997,7.44985,7.44024,7.43112,7.42245,7.41418,7.40631,7.39879,7.39161,7.38474,7.37816,7.37186,7.36581,7.36001,7.35443 
14.68820,11.04241,9.59647,8.80513,8.30180,7.95199,7.69414,7.49591,7.33860,7.21064,7.10446,7.01492,6.93836,6.87213,6.81428,6.76329,6.71801,6.67753,6.64113,6.60820,6.57829,6.55098,6.52596,6.50295,6.48171,6.46204,6.44378,6.42679,6.41093,6.39609,6.38218,6.36911,6.35682,6.34522,6.33427,6.32392,6.31410,6.30479,6.29595,6.28754,6.27953,6.27189,6.26459,6.25762,6.25096,6.24458,6.23846,6.23259,6.22696,6.22155 
13.61361,10.10671,8.71706,7.95589,7.47116,7.13385,6.88491,6.69330,6.54109,6.41716,6.31424,6.22737,6.15304,6.08870,6.03246,5.98286,5.93880,5.89939,5.86392,5.83184,5.80268,5.77605,5.75163,5.72917,5.70844,5.68923,5.67140,5.65480,5.63930,5.62479,5.61119,5.59842,5.58639,5.57505,5.56433,5.55420,5.54459,5.53548,5.52682,5.51858,5.51073,5.50325,5.49611,5.48928,5.48275,5.47649,5.47050,5.46475,5.45923,5.45392 
12.82647,9.42700,8.08075,7.34281,6.87237,6.54463,6.30249,6.11592,5.96757,5.84668,5.74620,5.66133,5.58866,5.52572,5.47066,5.42209,5.37892,5.34028,5.30550,5.27402,5.24539,5.21924,5.19527,5.17320,5.15282,5.13394,5.11641,5.10007,5.08482,5.07055,5.05717,5.04459,5.03274,5.02157,5.01102,5.00104,4.99157,4.98259,4.97406,4.96594,4.95820,4.95082,4.94378,4.93704,4.93060,4.92443,4.91852,4.91284,4.90739,4.90216 
